Some(3854433118590572	每次购物结束总是会觉得少买了一件，大家是不是和我一样<i class="face face_1 icon_20">[doge]</i>[纠结][纠结]天猫<a class="k" href="/k/%E7%9C%9F%E6%96%B0%E4%BE%BF%E5%AE%9C?from=feed">#真新便宜#</a> ！还有哦，今天晚上，<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>等大家～～[羞嗒嗒]今天先穿我们长留学院滴校服出来转转[杰克逊]	1259110474	赵丽颖	iPhone 6	06-16 18:52	null	null	23334	8782	136675	[4b0c804ajw1et64djzz3hj20dw0om41v]	真新便宜 花千骨
3857225220760863	<a href="/n/25%E5%8F%B7%E9%9C%8D%E5%AE%9D%E5%AE%9D">@25号霍宝宝</a> <a href="/n/%E8%8E%AB%E8%BE%B0%E7%83%A8">@莫辰烨</a> <a href="/n/%E5%93%86%E5%93%92happiness">@哆哒happiness</a> 人家想要那个杯子，土豆你把杯子送给人家嘛	3945607883	十年九溪	Android客户端	11分钟前	3857217998111014	null	0	0	1	[]	花千骨 霍建华
3857227402436978	<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a> 首页一片掉宫铃的……你们要怎么样嘛[尊上么么哒]	3893674891	电视剧花千骨后援会	360安全浏览器	2分钟前	null	null	4	2	9	[e814c38bgw1etf1jo8p7uj20ac0aa0t1,e814c38bgw1etf1jpn2edj20ac0a8mxk,e814c38bgw1etf1k49cf0j20gc0fljsq]	花千骨
3857221047964463	<a class="k" href="/k/%E4%B8%8A%E4%BB%99%E8%AF%B7%E6%94%B6%E6%88%91%E4%B8%BA%E5%BE%92?from=feed">#上仙请收我为徒#</a> <a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a> 师父[尊上么么哒]，我的宫铃也掉了<i class="face face_1 icon_15">[害羞]</i>	1742632581	霍建华人人网	iPhone客户端	27分钟前	3857217562722194	null	7	6	22	[]	上仙请收我为徒 花千骨 上仙请收我为徒 尊上么么哒 花千骨 霍建华白子画
3857210063440497	2号的独家爆料，<a class="k" href="/k/%E6%97%8B%E9%A3%8E%E5%B0%91%E5%A5%B3?from=feed">#旋风少女#</a>7月7日（初定）周二周三播，<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>改周日周一播。	1880047847	卫视大混战	微博 weibo.com	今天 10:46	3849422289495545	null	15	16	31	[]	旋风少女 花千骨 旋风少女 花千骨 爱的妇产科
3856847004113549	<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a> 东方爸爸<a href="/n/%E5%BC%A0%E4%B8%B9%E5%B3%B0">@张丹峰</a> 今晚要来长留给骨头娘亲加油啦~~<i class="face face_1 icon_27">[鼓掌]</i><i class="face face_1 icon_27">[鼓掌]</i>	5099675590	电视剧花千骨	微博 weibo.com	06-23 10:44	null	null	2172	1591	3533	[005z7IA6gw1etdttngf4oj31j00u0gs2]	花千骨
3857227758759776	转发微博	5364518563	蕾_love	三星Galaxy NOTE III	1分钟前	3857216492900383	null	0	0	0	[]	花千骨
3856537665336324	<a class="k" href="/k/%E5%B0%8A%E4%B8%8A%E4%B9%88%E4%B9%88%E5%93%92?from=feed">#尊上么么哒#</a><a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E%E7%99%BD%E5%AD%90%E7%94%BB?from=feed">#霍建华白子画#</a><a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a><a href="/n/%E9%95%BF%E7%95%99%E4%B8%8A%E4%BB%99_%E7%99%BD%E5%AD%90%E7%94%BB">@长留上仙_白子画</a> 么么哒是一个动词！动词！！[生气] 心疼我华～[斜眼]	5172021817	霍建华白子画_纳纳	Android客户端	06-22 14:14	null	null	594	133	1389	[005E1h8Jjw1etcu6omzirj30hs2i3484]	尊上么么哒 霍建华白子画 花千骨
3856996778717699	『书评人俱乐部』<a class="k" href="/k/%E8%B5%A0%E4%B9%A6?from=feed">#赠书#</a> 爱是永世不可忘记的，但却是可以放弃的。仙侠言情史上的经典奇书，百万读者落泪推荐<a href="/n/Fresh%E6%9E%9C%E6%9E%9C">@Fresh果果</a>《<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>》！愿褪千年仙骨，换你一日盛开。参加请戳：<a data-url="http://t.cn/R2mH2xX" href="http://weibo.cn/sinaurl?u=http%3A%2F%2Fsite.douban.com%2F235619%2Fwidget%2Fnotes%2F16509846%2Fnote%2F504524527%2F%23comments&ep=CnUKhAzS3%2C1619393047%2CCnUKhAzS3%2C1619393047" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_web_default.png"></i><span class="surl-text">网页链接</span></a>	1619393047	小书轩	微博 weibo.com	06-23 20:39	null	null	23	11	46	[6085fa17gw1eteb1zdig7j21kw1vak2e,6085fa17gw1eteb2366osj21kw1o17j5,6085fa17gw1eteb1wdr1bj21kw1o1qjf]	赠书 花千骨
3857224117882678	【青春剧光灯●芒果剧编排】<a href="/n/%E6%B9%96%E5%8D%97%E5%8D%AB%E8%A7%86">@湖南卫视</a> 将“钻石独播剧场”与“青春进行时”对调的做法遭到很多人反对，目前官方发言人芒果捞删除了该条微博，《旋风少女》的宣传海报也做了调整，所以<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>很可能继续是每周二、周三22:00，请大家随时留意官方预告。<i class="face face_1 icon_13">[怒]</i>	1812690611	传媒小人物	总监助理的iPhone 6	15分钟前	null	null	3	18	11	[6c0b76b3jw1etf15vf3crj20rs15odmp,6c0b76b3jw1etf15xb7tnj20k00tdq65]	花千骨
3855738105658459	拿杀跟白比谁负天下谁负小骨的，两个三观身份无一相似的人，你怎麽比？白子画背负重责，杀阡陌随心所欲，如果白子画为了私情杀了天下人，那他就是杀阡陌，而不是白子画了，＇天下＇对杀阡陌来说无所谓，但对于白子画，是禁锢他一生自由的枷锁，不能逃避，只爱白子画，用不言的行动诉不可说的心<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>	5179465249	吴城一阙	Android客户端	06-20 09:17	null	null	15	7	36	[]	花千骨
3857227758432815	转发微博	5243578559	走去兜风	Android客户端	1分钟前	3855894435352002	3857220158363618	0	0	0	[]	花千骨
3856890959895045	<a class="k" href="/k/%E5%BE%AE%E5%8D%9A%E5%89%A7%E8%AF%84?from=feed">#微博剧评#</a><a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>啊！PO主加油坚持下去！小编浪呀嘛浪打浪的关注着你呢！	2110705772	微博电视	微博 weibo.com	06-23 13:38	3855475680671201	null	17	11	202	[]	微博剧评 花千骨 微博剧评 花千骨
3857210138080608	根据<a href="/n/%E6%98%8E%E6%99%93%E6%BA%AA">@明晓溪</a> 小说改编，<a href="/n/%E8%83%A1%E5%86%B0%E5%8D%BF">@胡冰卿</a> <a href="/n/%E6%9D%A8%E6%B4%8Bicon">@杨洋icon</a> <a href="/n/%E9%99%88%E7%BF%94%E6%A9%99">@陈翔橙</a> <a href="/n/%E7%99%BD%E6%95%AC%E4%BA%AD">@白敬亭</a> <a href="/n/%E5%90%B4%E7%A3%8ALEO">@吴磊LEO</a>  <a href="/n/%E8%B5%B5%E5%9C%86%E7%91%97">@赵圆瑗</a> <a href="/n/%E8%B0%AD%E6%9D%BE%E9%9F%B5seven">@谭松韵seven</a> 联袂主演的《<a class="k" href="/k/%E6%97%8B%E9%A3%8E%E5%B0%91%E5%A5%B3?from=feed">#旋风少女#</a>》将于7月起每周二周三22:00登陆“青春进行时”播出。<a href="/n/%E8%B5%B5%E4%B8%BD%E9%A2%96">@赵丽颖</a> <a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E?from=feed">#霍建华#</a> <a href="/n/%E8%92%8B%E6%AC%A3">@蒋欣</a> <a href="/n/%E5%BC%A0%E4%B8%B9%E5%B3%B0">@张丹峰</a> 联袂主演的《<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>》将调档至每周日周一22:00“钻石独播剧场”播出。对于这个编排你怎么看？	2133636451	圈大哥	iPhone 6	今天 10:47	null	null	234	68	321	[7f2cb563jw1etezk42taxj20j60sqadz,7f2cb563jw1etezk3msyej20j60sq78i,7f2cb563jw1etezkhjbxej20j60sqae2,7f2cb563jw1etezki3j01j20j60sq78c,7f2cb563jw1etezkiji9pj20j60stgoc,7f2cb563jw1etezkiz7elj20j60sqdje,7f2cb563jw1etezkjh8c2j20k00tzjvh,7f2cb563jw1etezkflag4j20j60sq42b,7f2cb563jw1etezkk0qusj20k00ajgn5]	旋风少女 霍建华 花千骨
3857227754560062	<i class="face face_4 icon_13">[浪]</i>	5515365831	西门千千	Android客户端	1分钟前	3857225653385129	null	0	0	0	[]	花千骨
3857227754558826	杀姐姐<a href="/n/%E6%BC%94%E5%91%98%E9%A9%AC%E5%8F%AF">@演员马可</a> 自恋霸道，却又温柔体贴，小不点想做的事也一心成全。“你想要什么，姐姐都可以给你！”<i class="face face_2 icon_0">[悲伤]</i> <a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>	3237781964	剧汇-因剧而汇	微博 weibo.com	1分钟前	null	null	0	0	0	[c0fca1ccgw1etf080x8tkj20vq3h44qp,c0fca1ccgw1etf082px7sj20vq2z9has,c0fca1ccgw1etf07z02u7j20vq2z94qq]	花千骨
3857194808209266	<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a> 小骨头用观微之术偷窥师父，造福社会，一大早就看到尊上如此诱人的出水芙蓉图，主页菌只想说：丧（干）心（得）病（漂）狂（亮）！！ <a href="/n/%E5%8D%8E%E6%9D%B0%E5%B7%A5%E4%BD%9C%E5%AE%A4">@华杰工作室</a> <a href="/n/%E8%B5%B5%E4%B8%BD%E9%A2%96">@赵丽颖</a>	2110705772	微博电视	专业版微博	今天 09:46	null	null	35	24	254	[7dced06cjw1etext07fccj20c806v0to,7dced06cjw1etext0c5flj20c8085tad,7dced06cjw1etext0klpzj20c806vdgs,7dced06cjw1etext0ogsvj20c806vdgn]	花千骨
3857227750682121	转发微博	3910427278	张小七qiqi	vivo智能手机	1分钟前	3857215683651475	null	0	0	0	[]	上仙请收我为徒 尊上么么哒 霍建华白子画 花千骨
3857220393282029	风萧萧兮易水寒，不涂杀姐姐不算完(•‾ط‾•)<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a><a class="k" href="/k/%E6%9D%80%E9%98%A1%E9%99%8C?from=feed">#杀阡陌#</a>	1196946245	王茶水儿	微博 weibo.com	30分钟前	null	null	12	16	55	[4757f345tw1etf0o6o3l4j20go0nldml,4757f345tw1etf0o8065ej20ms0hbgrx]	花千骨 杀阡陌
3856966294637562	笑喷了<a href="/n/%E5%94%90%E4%B8%BD%E5%90%9B">@唐丽君</a> <a href="/n/%E8%92%8B%E6%AC%A3">@蒋欣</a> <a href="/n/%E8%92%8B%E4%B8%80%E9%93%AD">@蒋一铭</a> <a href="/n/%E6%BC%94%E5%91%98%E9%A9%AC%E5%8F%AF">@演员马可</a> <a href="/n/%E8%B5%B5%E4%B8%BD%E9%A2%96">@赵丽颖</a> <i class="face face_1 icon_18">[偷笑]</i><i class="face face_1 icon_18">[偷笑]</i>[尊上么么哒][尊上么么哒]<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a><a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E%E7%99%BD%E5%AD%90%E7%94%BB?from=feed">#霍建华白子画#</a><a class="k" href="/k/%E5%B0%8A%E4%B8%8A%E4%B9%88%E4%B9%88%E5%93%92?from=feed">#尊上么么哒#</a><a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E?from=feed">#霍建华#</a><a class="k" href="/k/%E4%BB%99%E5%89%91%E5%A4%A7%E4%BC%9A?from=feed">#仙剑大会#</a><a class="k" href="/k/%E4%B8%87%E8%83%BD%E7%94%B7%E5%8F%8B%E7%99%BD%E5%AD%90%E7%94%BB?from=feed">#万能男友白子画#</a>	5631328134	万能男友白子画	小米手机4	06-23 18:38	3856668674697083	3856957977060136	0	2	0	[]	花千骨 霍建华白子画 尊上么么哒 霍建华 仙剑大会 万能男友白子画 花千骨 假如花千骨有朋友圈
3856998527689562	<a class="k" href="/k/%E5%B0%8A%E4%B8%8A%E4%B9%88%E4%B9%88%E5%93%92?from=feed">#尊上么么哒#</a><a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E%E7%99%BD%E5%AD%90%E7%94%BB?from=feed">#霍建华白子画#</a><a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a> 先上大会指定表情 [向右] [尊上么么哒][尊上么么哒][尊上么么哒] 然后就是我的脑洞<i class="face face_1 icon_20">[doge]</i> <a href="/n/%E9%9C%8D%E5%BB%BA%E5%8D%8E%E8%B4%B4%E5%90%A7">@霍建华贴吧</a>	1603483484	我是LunarSea_我也是花花	三星Galaxy Note3	06-23 20:46	null	null	325	94	298	[5f93375cjw1eteb9uq252j20me18ggss]	尊上么么哒 霍建华白子画 花千骨
3857217998111014	【在优酷土豆看<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>赢礼品】吼吼吼小土豆又要送礼品喽<i class="face face_3 icon_23">[话筒]</i>，即日起在优酷土豆看电视剧<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>关注土豆电视剧官微+转发此微博+<a href="/n/%E4%B8%89%E4%BD%8D%E5%A5%BD%E5%8F%8B">@三位好友</a>，就有机会赢取师尊<a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E?from=feed">#霍建华#</a>版精美水杯，[尊上么么哒]想要把师父捧在手心一辈子吗？快来参与吧<i class="face face_1 icon_0">[最右]</i><a data-url="http://t.cn/R2rT5L0" href="http://www.tudou.com/programs/view/8SmzUYoqi_M/?ep=Co0v5y22O%2C1688891487%2CCo0v5y22O%2C1688891487" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_video_default.png"></i><span class="surl-text">花千骨 10</span></a> 注活动截止到这周五哟！	1688891487	土豆电视剧	微博 weibo.com	40分钟前	null	null	192	82	48	[64aa705fjw1etf0h76i58j20qo0zkac4,64aa705fjw1etf0h73as3j20zk0qowh4]	花千骨 霍建华
3852308918010110	<a class="k" href="/k/%E8%B5%B5%E4%B8%BD%E9%A2%96%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#赵丽颖花千骨#</a><a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a> 每周只能有2天看小骨头吃包子看不够？每次只能看2个小时看不爽？2个小时里面还有半个多小时是广告要掀桌了吧？<a class="k" href="/k/%E8%B5%B5%E4%B8%BD%E9%A2%96?from=feed">#赵丽颖#</a>牌花千骨锁屏，你值得拥有[转发][转发]让你24小时拥有专属小骨，不管你是看时间，看信号，看电量还是解锁手机，小骨头我伴您左右～！[许愿][甩甩手]	1259110474	赵丽颖	iPhone 6	06-10 22:11	null	null	3890	7274	89398	[4b0c804ajw1eszcns9atbj20k20zkmzt,4b0c804ajw1eszcnv59b6j20k20zkgop]	赵丽颖花千骨 花千骨 赵丽颖
3857220678724340	<a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E?from=feed">#霍建华#</a><a class="k" href="/k/%E4%B8%8A%E4%BB%99%E8%AF%B7%E6%94%B6%E6%88%91%E4%B8%BA%E5%BE%92?from=feed">#上仙请收我为徒#</a><a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>仙界第一美男发饰配置当然少不得<i class="face face_1 icon_20">[doge]</i>，最苏始终是发带，当它随风飘啊飘主页君的心也在风中荡漾<i class="face face_1 icon_15">[害羞]</i>	5587742517	花千骨剧吧微博	UC浏览器iPhone版	29分钟前	3857010686859308	null	6	1	17	[]	霍建华 上仙请收我为徒 花千骨 尊上么么哒 霍建华白子画 霍建华
3857227745848107	转发微博	3674305430	jason张三岁的小包子	Android客户端	1分钟前	3857221752472966	null	0	0	0	[]	花千骨
3855106657690985	<a class="k" href="/k/%E8%B5%B5%E4%B8%BD%E9%A2%96%E5%8F%91%E5%8A%9F%E8%88%9E?from=feed">#赵丽颖发功舞#</a> 骨头娘亲发功走火入魔了<i class="face face_1 icon_19">[笑cry]</i>现举办人人都学发功舞活动，带上<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a> <a class="k" href="/k/%E8%B5%B5%E4%B8%BD%E9%A2%96%E5%8F%91%E5%8A%9F%E8%88%9E?from=feed">#赵丽颖发功舞#</a>话题发布微博，上传你的发功舞视频，<a href="/n/%E8%B5%B5%E4%B8%BD%E9%A2%96">@赵丽颖</a> 并点名下一位小伙伴参与此活动~骨头娘亲会挑选出最好玩的，送上奖品喔，大家快发散思维多多参与~<a href="/n/%E8%B5%B5%E4%B8%BD%E9%A2%96%E5%B7%A5%E4%BD%9C%E5%AE%A4">@赵丽颖工作室</a> <a data-url="http://t.cn/R2RBJS7" href="http://video.weibo.com/show?fid=1034:4dc6b74324ecf5306cace0fc4b4a7b20&ep=Cn7zHwgM9%2C5099675590%2CCn7zHwgM9%2C5099675590" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_video_default.png"></i><span class="surl-text">秒拍视频</span></a>	5099675590	电视剧花千骨	微博 weibo.com	06-18 15:28	null	null	6931	1306	6367	[]	赵丽颖发功舞 花千骨
3855899887834541	<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a><a class="k" href="/k/%E5%96%82%E6%9D%80%E9%98%A1%E9%99%8C%E5%90%83%E7%B2%BD%E5%AD%90?from=feed">#喂杀阡陌吃粽子#</a>喂少点，要保持身材<i class="face face_1 icon_20">[doge]</i><i class="face face_1 icon_20">[doge]</i>	1309248901	演员马可	iPhone 6	06-20 20:00	3855848641911219	null	943	4337	24075	[]	花千骨 喂杀阡陌吃粽子 花千骨 喂杀阡陌吃粽子
3856887575985238	<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>  <a class="k" href="/k/%E5%9B%BD%E6%B0%91%E5%A4%87%E8%83%8E%E4%B8%9C%E6%96%B9%E5%BD%A7%E5%8D%BF?from=feed">#国民备胎东方彧卿#</a> 糖宝她“娘亲”今天要经历考试大战，<i class="face face_1 icon_27">[鼓掌]</i><i class="face face_1 icon_27">[鼓掌]</i>作为糖宝家的“东方粑粑”怎能不出现呢~~ 骨头，骨头加油加油！！[强壮][强壮]<i class="face face_2 icon_24">[心]</i><i class="face face_2 icon_24">[心]</i>	1227328177	张丹峰	iPhone 6 Plus	06-23 13:25	3856847004113549	null	1959	2259	7851	[]	花千骨 国民备胎东方彧卿 花千骨
3856140205275100	<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a> <i class="face face_1 icon_19">[笑cry]</i><i class="face face_1 icon_19">[笑cry]</i><i class="face face_1 icon_19">[笑cry]</i><i class="face face_1 icon_19">[笑cry]</i><i class="face face_1 icon_19">[笑cry]</i><i class="face face_1 icon_19">[笑cry]</i>	3893674891	电视剧花千骨后援会	360安全浏览器	06-21 11:55	3856124841767384	null	37	18	195	[]	花千骨 花千骨
3857227738089271	白子画，我身上这一百零三剑，十七个窟窿，满身疤痕，没有一处不是你赐我的。十六年的囚禁，再加上这两条命，欠你的，我早就还清了。断念已残，宫铃已毁，从今往后，我与你师徒恩断义绝！我是不是想得太早了点，人家才刚拜师而已<i class="face face_2 icon_25">[伤心]</i><i class="face face_2 icon_20">[拜拜]</i><a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>	5310263051	周周不加V	Weico.Android	1分钟前	null	null	0	0	0	[]	花千骨
3856964411379050	<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>【尊上发言快来听！】第一期门派对抗结果已出，<a class="k" href="/k/%E9%95%BF%E7%95%99?from=feed">#长留#</a>险胜！所以这就奖励给众爱徒尊上专属表情<a class="k" href="/k/%E5%B0%8A%E4%B8%8A%E4%B9%88%E4%B9%88%E5%93%92?from=feed">#尊上么么哒#</a>，想要更多新的微博表情？就快加入门派做任务，用实力为门派赢取吧！<i class="face face_3 icon_22">[围观]</i>对于今天的<a class="k" href="/k/%E5%B0%8A%E4%B8%8A%E4%B9%88%E4%B9%88%E5%93%92?from=feed">#尊上么么哒#</a>表情你有什么说法？酷爱来告诉糖宝吧！<a data-url="http://t.cn/R2rqqNz" href="http://video.weibo.com/show?fid=1034:97a10ac7d9492921bbac25d6263fa099&ep=CnTU55MKK%2C5099675590%2CCnTU55MKK%2C5099675590" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_video_default.png"></i><span class="surl-text">秒拍视频</span></a>	5099675590	电视剧花千骨	微博 weibo.com	06-23 18:30	null	null	2677	1997	4266	[]	花千骨 长留 尊上么么哒
3851964523246444	第一集就出来了～ 我怎么手好抖演的咋样啊～<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a> <i class="face face_2 icon_12">[可怜]</i><i class="face face_2 icon_12">[可怜]</i>	1309248901	演员马可	iPhone 6	06-09 23:22	null	null	2522	19738	55824	[4e098d85jw1esy941o9b7j20nq0hsdi5,4e098d85jw1esy941d7ldj20f00qowfh]	花千骨
3850827569903189	还有三天了噢！<a class="k" href="/k/%E9%AB%98%E8%80%83%E5%8A%A0%E6%B2%B9?from=feed">#高考加油#</a><i class="face face_2 icon_24">[心]</i><i class="face face_2 icon_24">[心]</i><i class="face face_1 icon_4">[爱你]</i><i class="face face_1 icon_4">[爱你]</i>[强壮][强壮]	1227328177	张丹峰	iPhone 6 Plus	06-06 20:05	3850782963297056	null	646	160	4899	[]	高考加油 花千骨
3854802671118942	<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a><a class="k" href="/k/%E8%B5%B5%E4%B8%BD%E9%A2%96%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#赵丽颖花千骨#</a> 小骨头会飞之前是这样练剑哒～～～[甩甩手][甩甩手]掌握到诀窍了嘛？今晚10点湖南卫视准时约架～～<i class="face face_1 icon_20">[doge]</i>[转发][转发] <a data-url="http://t.cn/R2RBJS7" href="http://video.weibo.com/show?fid=1034:4dc6b74324ecf5306cace0fc4b4a7b20&ep=CmZFp4H5s%2C1259110474%2CCmZFp4H5s%2C1259110474" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_video_default.png"></i><span class="surl-text">秒拍视频</span></a> .	1259110474	赵丽颖	iPhone 6	06-17 19:20	null	null	18109	24996	139150	[]	花千骨 赵丽颖花千骨
3857227733568832	<a class="k" href="/k/%E6%AD%A4%E7%94%9F%E5%8F%AA%E6%94%B6%E4%B8%80%E4%B8%AA%E5%BE%92%E5%BC%9F?from=feed">#此生只收一个徒弟#</a> <a class="k" href="/k/%E4%BD%A0%E7%9A%84%E5%AE%AB%E9%93%83%E6%8E%89%E4%BA%86?from=feed">#你的宫铃掉了#</a> <a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E%E7%99%BD%E5%AD%90%E7%94%BB?from=feed">#霍建华白子画#</a> <a class="k" href="/k/%E4%B8%8A%E4%BB%99%E8%AF%B7%E6%94%B6%E6%88%91%E4%B8%BA%E5%BE%92?from=feed">#上仙请收我为徒#</a> <a class="k" href="/k/%E9%9C%8D%E5%BB%BA%E5%8D%8E?from=feed">#霍建华#</a> <a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a> <a class="k" href="/k/%E5%B0%8A%E4%B8%8A%E4%B9%88%E4%B9%88%E5%93%92?from=feed">#尊上么么哒#</a>么么尊上真给力~~<i class="face face_1 icon_18">[偷笑]</i><i class="face face_1 icon_18">[偷笑]</i>[尊上么么哒][尊上么么哒]	5192306430	迷霍de傻帽帽	手机微博触屏版	1分钟前	3857220829560064	null	0	0	0	[]	此生只收一个徒弟 你的宫铃掉了 霍建华白子画 上仙请收我为徒 霍建华 花千骨 尊上么么哒 偏偏喜欢你 花千骨
3857227733568144	<a href="/n/%E5%A4%A7%E5%A4%A7%E9%98%BF%E7%90%B3">@大大阿琳</a> <a href="/n/%E9%87%91%E5%B0%8F%E9%9B%AF%E6%9C%89%E9%87%91%E5%B0%8F%E8%B1%86">@金小雯有金小豆</a> <a href="/n/LU_MEILIN">@LU_MEILIN</a> 我要杯子杯子！	1808705842	要叫我卢小瘦-Slim	iPhone客户端	1分钟前	3857217998111014	null	0	0	0	[]	花千骨 霍建华
3857227729692315	嗯哪[好喜欢][好喜欢][好喜欢]	2061395691	陈桂元LVCY	中兴V5S	1分钟前	3857037794692534	null	0	0	0	[]	霸道暖君杀阡陌 花千骨 马可杀阡陌
3857227729691989	<a class="k" href="/k/%E4%B8%83%E6%9D%80?from=feed">#七杀#</a>首战出师不利，我绝不悔拜杀阡陌为师！本周未能赢取掌门表情！可我将与同门领取<a class="k" href="/k/%E5%B0%8A%E4%B8%8A%E4%B9%88%E4%B9%88%E5%93%92?from=feed">#尊上么么哒#</a>任务搞搞破坏，让长留知道我们的厉害！<a class="k" href="/k/%E8%8A%B1%E5%8D%83%E9%AA%A8?from=feed">#花千骨#</a>每周二周三湖南卫视，与你相约，等待盛放！<a data-url="http://t.cn/R26Tra0" href="http://weibo.cn/sinaurl?u=http%3A%2F%2Fm.weibo.cn%2Fapp%2F143322577671660191%3Fshare_menu%3D1%26sinainternalbrowser%3Dtopnav%26location%3D35&ep=Co0KMEFkp%2C3815654622%2CCo0KMEFkp%2C3815654622" class="btn btn-normal btn-surl"><i class="iconimg iconimg-xxs"><img src="http://u1.sinaimg.cn/upload/2014/10/16/timeline_card_small_web_default.png"></i><span class="surl-text">花千骨</span></a>	3815654622	常青I	手机微博触屏版	1分钟前	null	null	0	0	0	[]	七杀 尊上么么哒 花千骨
